Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR2101610	7/23/2015 13:21	7/23/2015 13:19	693451	289953418	693451	418	192		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2101610/SRR2101610.1	SRX1096304	8cd22640-ab43-467e-bad4-1148cfbbb765	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991019	SAMN03648857	simple	1773	Mycobacterium tuberculosis	8cd22640-ab43-467e-bad4-1148cfbbb765							no					UNIVERSITY OF OXFORD	SRA277626		public	C86CA715EF190906F2E7EC086033BC6A	4B2D8E7D268781F5B82ECD75136FC322
SRR2101694	7/23/2015 22:32	7/23/2015 22:30	726044	314469158	726044	433	207		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2101694/SRR2101694.1	SRX1096388	b3f65c26-2a6e-4b1a-b512-d686481923bd	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990954	SAMN03648941	simple	1773	Mycobacterium tuberculosis	b3f65c26-2a6e-4b1a-b512-d686481923bd							no					UNIVERSITY OF OXFORD	SRA277626		public	CD784FE8B85342DF7105361AD8D76EB1	9E4014C2DD21DC0F12ABF97818C9AFB1
ERR046825	11/3/2011 23:12	9/4/2014 1:13	4248174	637226100	4248174	150	388	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/ERR046825/ERR046825.4	ERX023887	2801798	WGS	RANDOM	GENOMIC	PAIRED	233	70	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS031474	SAMEA1019192	simple	1773	Mycobacterium tuberculosis	SAMEA1019192							no					SC	ERA052545		public	0AECAA579703AA948E65BD4E60FC366C	4952A72B5AA10CB6122F99A034BC5FFB
SRR2100226	7/23/2015 21:34	7/23/2015 21:31	3078225	615645000	3078225	200	446		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100226/SRR2100226.1	SRX1094920	C00008766	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991636	SAMN03647399	simple	1773	Mycobacterium tuberculosis	C00008766							no					UNIVERSITY OF OXFORD	SRA277626		public	C558C08436C61C0383255392FB45AE86	FC8A448F08D8514C4ADDDC7F1910037C
SRR2100398	7/17/2015 0:00	7/26/2015 3:20	2126680	425336000	2126680	200	269		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100398/SRR2100398.1	SRX1095092	C00009122	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990401	SAMN03647571	simple	1773	Mycobacterium tuberculosis	C00009122							no					UNIVERSITY OF OXFORD	SRA277626		public	7FFF3784D86B7C7D1FBAD97B1E36DE0E	99B3029E48F6247B74AA24FF84A7F960
SRR2100601	7/17/2015 0:00	7/25/2015 19:13	1709144	341828800	1709144	200	214		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100601/SRR2100601.1	SRX1095295	C00013013	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990214	SAMN03647774	simple	1773	Mycobacterium tuberculosis	C00013013							no					UNIVERSITY OF OXFORD	SRA277626		public	A6464889306C90602174179A721E1B29	CC8B976DE43072D87C4BDF84976D4CDF
SRR2100757	7/23/2015 21:32	7/23/2015 21:29	2346016	469203200	2346016	200	323		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100757/SRR2100757.1	SRX1095451	C00014557	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991578	SAMN03647930	simple	1773	Mycobacterium tuberculosis	C00014557							no					UNIVERSITY OF OXFORD	SRA277626		public	A4CF41995027127E20EC77813BAD5A7E	A7438316A9F0C1A0EB63FE8EE887B9D7
SRR2101427	7/22/2015 11:18	7/22/2015 11:14	589577	341005220	589577	578	215		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2101427/SRR2101427.1	SRX1096121	0ff6c128-4ceb-4c5f-aef5-6992fbec9884	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991067	SAMN03648674	simple	1773	Mycobacterium tuberculosis	0ff6c128-4ceb-4c5f-aef5-6992fbec9884							no					UNIVERSITY OF OXFORD	SRA277626		public	F5FFC00901478D73C63E2E781CA38168	398E2D19AA68B55800C90600185D09FF
SRR2101495	7/23/2015 21:30	7/23/2015 21:28	503788	252901576	503788	502	167		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2101495/SRR2101495.1	SRX1096189	9cfbf2c3-1268-4aff-9fd4-4ae7c541b23a	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990772	SAMN03648742	simple	1773	Mycobacterium tuberculosis	9cfbf2c3-1268-4aff-9fd4-4ae7c541b23a							no					UNIVERSITY OF OXFORD	SRA277626		public	BC128DFD877840A268D4E64C6CA0D33E	5C09EC2FC120470DCA2E5C3637F0C19F
SRR2099963	7/23/2015 16:26	7/23/2015 16:24	1384354	418074908	1384354	302	236		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099963/SRR2099963.1	SRX1094657	96b4b805-de91-4b68-9179-5f4ce7893a7d	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991882	SAMN03647136	simple	1773	Mycobacterium tuberculosis	96b4b805-de91-4b68-9179-5f4ce7893a7d							no					UNIVERSITY OF OXFORD	SRA277626		public	2BAAEFFBB2D82804E97E4D68D2B07AEF	E996D41C0A192C2EC9D53F7068BD7352
SRR2099964	7/23/2015 1:16	7/23/2015 1:13	1874788	566185976	1874788	302	297		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099964/SRR2099964.1	SRX1094658	7d998e7d-7207-4128-9cfb-ded1dc98be65	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991880	SAMN03647137	simple	1773	Mycobacterium tuberculosis	7d998e7d-7207-4128-9cfb-ded1dc98be65							no					UNIVERSITY OF OXFORD	SRA277626		public	02D728057DE6EAF113301E607B55870F	54820EF0E7F7AC346CB32BC563CD9C5C
SRR2099967	7/24/2015 4:38	7/24/2015 4:36	1826739	551675178	1826739	302	287		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099967/SRR2099967.1	SRX1094661	d6ffa2e4-3d30-4e5d-a3ca-a2b9dbce1432	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991877	SAMN03647140	simple	1773	Mycobacterium tuberculosis	d6ffa2e4-3d30-4e5d-a3ca-a2b9dbce1432							no					UNIVERSITY OF OXFORD	SRA277626		public	98945DDE42249F46E8291366B476CED8	6FE73958D20FF34E995FC0B0D1E2050C
SRR2099970	7/23/2015 23:41	7/23/2015 23:38	1702450	514139900	1702450	302	269		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099970/SRR2099970.1	SRX1094664	c389241c-0bb1-42af-ba26-05127b953b35	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991874	SAMN03647143	simple	1773	Mycobacterium tuberculosis	c389241c-0bb1-42af-ba26-05127b953b35							no					UNIVERSITY OF OXFORD	SRA277626		public	2FAC57610FA1F44EEA2708ABF477636C	13FFA04D0C606F79AD682F3A15C5B2DD
SRR2099973	7/23/2015 21:32	7/23/2015 21:30	1366050	549152100	1366050	402	319		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099973/SRR2099973.1	SRX1094667	9db9a899-209c-4f9a-8f53-bf2323f8ea0a	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991871	SAMN03647146	simple	1773	Mycobacterium tuberculosis	9db9a899-209c-4f9a-8f53-bf2323f8ea0a							no					UNIVERSITY OF OXFORD	SRA277626		public	1B448FF90D2D32A84CB5F7D2726E452A	AE640F241F254E3251BEB0A86E1B6004
SRR2099975	7/23/2015 13:26	7/23/2015 13:23	1809251	546393802	1809251	302	291		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099975/SRR2099975.1	SRX1094669	9158e8f0-ba7f-43ec-91a9-7e70d92254bb	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991869	SAMN03647148	simple	1773	Mycobacterium tuberculosis	9158e8f0-ba7f-43ec-91a9-7e70d92254bb							no					UNIVERSITY OF OXFORD	SRA277626		public	D00BCC05DED6465A1D976EBAB698AE77	D3394731F783AD748A3E1C8C0EF72D29
SRR2099977	7/17/2015 0:00	7/24/2015 22:57	1720954	519728108	1720954	302	269		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2099977/SRR2099977.1	SRX1094671	e8016f29-577d-4c70-b32d-a5f45b8c9347	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990014	SAMN03647150	simple	1773	Mycobacterium tuberculosis	e8016f29-577d-4c70-b32d-a5f45b8c9347							no					UNIVERSITY OF OXFORD	SRA277626		public	7C220AFB11D85586C8ACB5F4D8AF928A	CECE155EB28E42D6EFFDFC16D18136A6
ERR046747	11/3/2011 23:12	9/4/2014 0:29	5056986	758547900	5056986	150	475	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/ERR046747/ERR046747.5	ERX023809	2799253	WGS	RANDOM	GENOMIC	PAIRED	240	75	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS027613	SAMEA1019118	simple	1773	Mycobacterium tuberculosis	SAMEA1019118							no					SC	ERA052545		public	E8431434FCFB6F15D334A5F4A7008C03	7782581B8734A83AE3E60AA79907E148
ERR046748	11/3/2011 23:12	9/4/2014 0:28	3197621	479643150	3197621	150	298	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR046748/ERR046748.5	ERX023810	2799254	WGS	RANDOM	GENOMIC	PAIRED	240	75	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS027614	SAMEA1019136	simple	1773	Mycobacterium tuberculosis	SAMEA1019136							no					SC	ERA052545		public	63CDEE398B936FF6C7A1DE133FBD8A7F	06D425E35778DE764A0DFF5B8F9227C2
ERR046749	11/3/2011 23:12	9/4/2014 0:29	4617380	692607000	4617380	150	433	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/ERR046749/ERR046749.5	ERX023811	2799255	WGS	RANDOM	GENOMIC	PAIRED	240	75	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS027615	SAMEA1019094	simple	1773	Mycobacterium tuberculosis	SAMEA1019094							no					SC	ERA052545		public	FC623CCF14E287B7F723EC56E11E83C2	79EE47828A1CFC047472193A57E5B8DB
SRR2100074	7/23/2015 17:27	7/23/2015 17:24	4739798	710969700	4739798	150	544		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100074/SRR2100074.1	SRX1094768	C00005309	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991774	SAMN03647247	simple	1773	Mycobacterium tuberculosis	C00005309							no					UNIVERSITY OF OXFORD	SRA277626		public	3E9797682757EFAD6B4E8AAFF0AC9E19	640DD10DC879236DE149C271DBA8159A
ERR046954	11/3/2011 23:12	9/4/2014 2:26	2482827	372424050	2482827	150	197	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/ERR046954/ERR046954.4	ERX024016	2919437	WGS	RANDOM	GENOMIC	PAIRED	245	69	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS035749	SAMEA1018862	simple	1773	Mycobacterium tuberculosis	SAMEA1018862							no					SC	ERA052545		public	F3B52191EF618AF5C32E684AA45CC975	CE12D87656632BC9D53957333160E401
ERR046961	11/3/2011 23:12	9/4/2014 2:28	4339147	650872050	4339147	150	346	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/ERR046961/ERR046961.4	ERX024023	2919444	WGS	RANDOM	GENOMIC	PAIRED	245	69	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS035756	SAMEA1019270	simple	1773	Mycobacterium tuberculosis	SAMEA1019270							no					SC	ERA052545		public	F68D023F8136FD522F161670E846A328	D0DAA1F0C9142F8AF0855F65B2B22736
ERR046989	11/3/2011 23:12	9/4/2014 2:40	3251672	487750800	3251672	150	254	GCA_000195955.1	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/ERR046989/ERR046989.4	ERX024051	2919472	WGS	RANDOM	GENOMIC	PAIRED	240	70	ILLUMINA	Illumina HiSeq 2000	ERP000276	PRJEB2221		203976	ERS035784	SAMEA1018867	simple	1773	Mycobacterium tuberculosis	SAMEA1018867							no					SC	ERA052545		public	6E8438D2EC34310A9AAB2BC33EB55CD7	678C6FB8AF2922FDF29F7C6852D68BB2
SRR2100821	7/24/2015 7:51	7/24/2015 7:49	1286794	257358800	1286794	200	162		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100821/SRR2100821.1	SRX1095515	C00014730	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS991527	SAMN03647994	simple	1773	Mycobacterium tuberculosis	C00014730							no					UNIVERSITY OF OXFORD	SRA277626		public	48DE45B8BD3E75DE33C3FB64ECE8A593	74D17669FBE87982127CB84A210FAEC1
SRR2100896	7/23/2015 11:59	7/23/2015 11:57	967475	193495000	967475	200	122		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2100896/SRR2100896.1	SRX1095590	C00014818	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990536	SAMN03648069	simple	1773	Mycobacterium tuberculosis	C00014818							no					UNIVERSITY OF OXFORD	SRA277626		public	F1A011F6304A4820CD840E00095C69BE	E0D8D641E857E29E5D9DA93ABB01CD2A
SRR2101511	7/23/2015 18:27	7/23/2015 18:24	237739	115887047	237739	487	72		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2101511/SRR2101511.1	SRX1096205	98821d67-9992-4549-b0bd-1308e8301923	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990761	SAMN03648758	simple	1773	Mycobacterium tuberculosis	98821d67-9992-4549-b0bd-1308e8301923							no					UNIVERSITY OF OXFORD	SRA277626		public	EA10F322A1C6C9EE682FF4C0C708CCAB	43720DAA85FDAB5A3A6FA86846A47FF1
SRR2101524	7/23/2015 23:33	7/23/2015 23:30	696553	264741204	696553	380	165		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2101524/SRR2101524.1	SRX1096218	bfc79e67-7c79-4f83-a251-9dc09a340a52	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990750	SAMN03648771	simple	1773	Mycobacterium tuberculosis	bfc79e67-7c79-4f83-a251-9dc09a340a52							no					UNIVERSITY OF OXFORD	SRA277626		public	2A4BF6A17A5FB179B89BF466C2BBF405	7A3E5D4F0D2B14DFEBEC787C1A20E446
SRR2101581	7/23/2015 10:36	7/23/2015 10:34	715315	212755615	715315	297	127		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2101581/SRR2101581.1	SRX1096275	89365b77-b75b-4dd5-972b-6f43cab00518	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061066	PRJNA282721		282721	SRS990702	SAMN03648828	simple	1773	Mycobacterium tuberculosis	89365b77-b75b-4dd5-972b-6f43cab00518							no					UNIVERSITY OF OXFORD	SRA277626		public	12CC21E294CA09A8949AF5CFF5DFF93F	D0F36E5C42A80CB2BE9C85CE73F9CB69
